,NAICS12,INDEX ITEM DESCRIPTION
15933,541191,"Title abstract companies, real estate"
15934,541191,"Title companies, real estate"
15935,541191,"Title search companies, real estate"
15936,541199,Jury consulting services
15937,541199,Notary public services
15938,541199,Notary publics' private practices
15939,541199,Paralegal services
15940,541199,"Patent agent services (i.e., patent filing and searching services)"
15941,541199,Process server services
15942,541199,Process serving services
15943,541199,Trial consulting services
15944,541211,"Accountants' (i.e., CPAs) offices, certified public"
15945,541211,"Accountants' (i.e., CPAs) private practices, certified public"
15946,541211,"Accounting (i.e., CPAs) services, certified public"
15947,541211,"Auditing accountants' (i.e., CPAs) offices"
15948,541211,"Auditing accountants' (i.e., CPAs) private practices"
15949,541211,"Auditing services (i.e., CPA services), accounts"
15950,541211,"Auditors' (i.e., CPAs) offices, accounts"
15951,541211,"Auditors' (i.e., CPAs) private practices, accounts"
15952,541211,Certified accountants' offices
15953,541211,Certified public accountants' (CPAs) offices
15954,541211,CPAs' (certified public accountants) offices
15955,541211,"Public accountants' (CPAs) offices, certified"
15956,541211,"Public accountants' (CPAs) private practices, certified"
15957,541213,Income tax compilation services
15958,541213,Income tax return preparation services
15959,541213,Tax return preparation services
15960,541214,Payroll processing services
15961,541214,Talent payment services
15962,541219,Accountants' (except CPAs) offices
15963,541219,Accountants' (except CPAs) private practices
15964,541219,Accounting services (except CPAs)
15965,541219,Billing services
15966,541219,Bookkeepers' offices
15967,541219,Bookkeepers' private practices
15968,541219,Bookkeeping services
15969,541219,Public accountants' (except CPAs) offices
15970,541219,Public accountants' (except CPAs) private practices
15971,541310,Architects' (except landscape) offices
15972,541310,Architects' (except landscape) private practices
15973,541310,Architectural (except landscape) consultants' offices
15974,541310,Architectural (except landscape) design services
15975,541310,Architectural (except landscape) services
15976,541310,Building architectural design services
15977,541320,"Architects' offices, landscape"
15978,541320,"Architects' private practices, landscape"
15979,541320,"Architectural services, landscape"
15980,541320,City planning services
15981,541320,Garden planning services
15982,541320,Golf course design services
15983,541320,Industrial land use planning services
15984,541320,Land use design services
